MM/DD/YYYY HH:mm:ss:msms,ch01,ch02,ch03,ch04
08/20/2016 14:18:51:8504,2558,2566,0070,0063
08/20/2016 14:18:51:8754,2556,2569,0067,0062
08/20/2016 14:18:51:9005,2559,2566,0068,0061
08/20/2016 14:18:51:9254,2561,2569,0068,0060
08/20/2016 14:18:51:9504,2561,2566,0067,0061
08/20/2016 14:18:51:9755,2567,2566,0066,0060
08/20/2016 14:18:52:0255,2562,2566,0094,0082
08/20/2016 14:18:52:0505,2564,2570,0074,0067
08/20/2016 14:18:52:0754,2562,2568,0069,0062
08/20/2016 14:18:52:1005,2563,2573,0066,0061
08/20/2016 14:18:52:1254,2561,2569,0066,0061
08/20/2016 14:18:52:1504,2562,2572,0066,0059
08/20/2016 14:18:52:1754,2562,2569,0066,0060
08/20/2016 14:18:52:2005,2563,2571,0065,0058
08/20/2016 14:18:52:2255,2562,2566,0066,0059
08/20/2016 14:18:52:2504,2566,2570,0065,0058
08/20/2016 14:18:52:2754,2562,2570,0066,0059
08/20/2016 14:18:52:3005,2556,2567,0065,0059
08/20/2016 14:18:52:3255,2560,2568,0066,0058
08/20/2016 14:18:52:3504,2565,2562,0065,0059
08/20/2016 14:18:52:3755,2557,2566,0066,0058
08/20/2016 14:18:52:4005,2563,2571,0064,0058
08/20/2016 14:18:52:4254,2561,2567,0064,0058
08/20/2016 14:18:52:4504,2562,2570,0065,0058
08/20/2016 14:18:52:4755,2554,2561,0065,0058
08/20/2016 14:18:52:5005,2562,2570,0065,0058
08/20/2016 14:18:52:5254,2563,2566,0065,0058
08/20/2016 14:18:52:5504,2540,2520,0062,0059
08/20/2016 14:18:52:5754,2367,2272,0058,0057
08/20/2016 14:18:52:6004,1785,1929,0049,0055
08/20/2016 14:18:52:6255,1786,2060,0051,0049
08/20/2016 14:18:52:6504,1973,2167,0058,0053
08/20/2016 14:18:52:6754,2183,2263,0062,0057
08/20/2016 14:18:52:7005,2368,2294,0058,0059
08/20/2016 14:18:52:7254,2400,2318,0066,0062
08/20/2016 14:18:52:7504,2412,2264,0064,0058
08/20/2016 14:18:52:7755,2361,2235,0064,0064
08/20/2016 14:18:52:8005,2118,2080,0066,0063
08/20/2016 14:18:52:8255,2075,2171,0070,0069
08/20/2016 14:18:52:8504,2144,2121,0064,0081
08/20/2016 14:18:52:8754,2093,2184,0066,0068
08/20/2016 14:18:52:9005,2121,2325,0074,0075
08/20/2016 14:18:52:9254,2014,2252,0068,0066
08/20/2016 14:18:52:9504,2175,2339,0070,0067
08/20/2016 14:18:52:9754,2316,2372,0069,0081
08/20/2016 14:18:53:0255,2397,2320,0091,0090
08/20/2016 14:18:53:0504,2353,2292,0075,0074
08/20/2016 14:18:53:0755,2245,2208,0082,0061
08/20/2016 14:18:53:1005,2182,2258,0075,0077
08/20/2016 14:18:53:1255,2146,2339,0075,0068
08/20/2016 14:18:53:1504,2167,2284,0070,0067
08/20/2016 14:18:53:1755,2242,2377,0071,0063
08/20/2016 14:18:53:2004,2246,2382,0070,0078
08/20/2016 14:18:53:2255,2434,2425,0066,0066
08/20/2016 14:18:53:2505,2440,2436,0074,0075
08/20/2016 14:18:53:2754,2415,2427,0069,0071
08/20/2016 14:18:53:3004,2468,2427,0067,0070
08/20/2016 14:18:53:3255,2428,2364,0065,0078
08/20/2016 14:18:53:3505,2429,2371,0066,0071
08/20/2016 14:18:53:3755,2340,2335,0066,0066
08/20/2016 14:18:53:4004,2284,2283,0066,0066
08/20/2016 14:18:53:4255,2178,2356,0069,0073
08/20/2016 14:18:53:4504,2196,2323,0133,0056
08/20/2016 14:18:53:4754,2222,2361,0117,0055
08/20/2016 14:18:53:5004,2350,2397,0087,0066
08/20/2016 14:18:53:5255,2423,2425,0078,0070
08/20/2016 14:18:53:5504,2429,2437,0072,0077
08/20/2016 14:18:53:5755,2479,2435,0068,0063
08/20/2016 14:18:53:6004,2487,2425,0066,0061
08/20/2016 14:18:53:6255,2379,2355,0066,0058
08/20/2016 14:18:53:6505,2412,2371,0094,0063
08/20/2016 14:18:53:6754,2378,2342,0076,0064
08/20/2016 14:18:53:7005,2272,2332,0073,0081
08/20/2016 14:18:53:8755,2493,2420,0198,0176
08/20/2016 14:18:53:9004,2489,2435,0115,0110
08/20/2016 14:18:53:9255,2338,2350,0104,0074
08/20/2016 14:18:53:9505,2383,2379,0086,0082
08/20/2016 14:18:53:9754,2410,2379,0076,0080
08/20/2016 14:18:54:0255,2360,2427,0105,0099
08/20/2016 14:18:54:0504,2278,2408,0080,0073
08/20/2016 14:18:54:0755,2486,2442,0072,0070
08/20/2016 14:18:54:1004,2421,2456,0073,0063
08/20/2016 14:18:54:1254,2444,2450,0069,0078
08/20/2016 14:18:54:1504,2468,2454,0067,0061
08/20/2016 14:18:54:2754,2363,2372,0176,0139
08/20/2016 14:18:54:3004,2243,2381,0106,0087
08/20/2016 14:18:54:3254,2243,2389,0085,0091
08/20/2016 14:18:54:3505,2322,2431,0076,0078
08/20/2016 14:18:54:3754,2397,2428,0072,0076
08/20/2016 14:18:54:4005,2454,2454,0070,0070
08/20/2016 14:18:54:4254,2455,2446,0068,0063
08/20/2016 14:18:54:4505,2495,2442,0067,0065
08/20/2016 14:18:54:4755,2478,2416,0066,0062
08/20/2016 14:18:54:5004,2437,2387,0067,0062
08/20/2016 14:18:54:5254,2376,2339,0063,0059
08/20/2016 14:18:54:5504,2347,2334,0069,0062
08/20/2016 14:18:54:5754,2305,2330,0068,0062
08/20/2016 14:18:54:6005,2279,2384,0067,0059
08/20/2016 14:18:54:6254,2288,2412,0070,0066
08/20/2016 14:18:54:6505,2422,2445,0068,0062
08/20/2016 14:18:54:6754,2355,2424,0064,0058
08/20/2016 14:18:54:7004,2439,2455,0101,0066
08/20/2016 14:18:54:7255,2491,2432,0076,0078
08/20/2016 14:18:54:7505,2500,2412,0072,0068
08/20/2016 14:18:54:7755,2475,2384,0091,0066
08/20/2016 14:18:54:8004,2470,2397,0076,0065
08/20/2016 14:18:54:8254,2404,2355,0091,0057
08/20/2016 14:18:54:8505,2305,2309,0078,0076
08/20/2016 14:18:54:8755,2246,2342,0073,0074
08/20/2016 14:18:54:9005,2226,2376,0081,0068
08/20/2016 14:18:54:9254,2234,2376,0074,0068
08/20/2016 14:18:54:9505,2416,2442,0070,0062
08/20/2016 14:18:54:9755,2393,2436,0068,0078
08/20/2016 14:18:55:0254,2486,2417,0091,0099
08/20/2016 14:18:55:0505,2356,2322,0074,0084
08/20/2016 14:18:55:0754,2433,2380,0070,0068
08/20/2016 14:18:55:1004,2405,2353,0067,0070
08/20/2016 14:18:55:1254,2313,2324,0067,0063
08/20/2016 14:18:55:1505,2259,2379,0066,0074
08/20/2016 14:18:55:1755,2307,2408,0095,0073
08/20/2016 14:18:55:2005,2301,2416,0090,0062
08/20/2016 14:18:55:2254,2321,2412,0078,0070
08/20/2016 14:18:55:2504,2371,2422,0070,0074
08/20/2016 14:18:55:2755,2471,2449,0090,0070
08/20/2016 14:18:55:3004,2434,2449,0077,0063
08/20/2016 14:18:55:3254,2445,2438,0070,0070
08/20/2016 14:18:55:3505,2504,2426,0068,0065
08/20/2016 14:18:55:3755,2483,2392,0066,0061
08/20/2016 14:18:55:4004,2461,2390,0068,0062
08/20/2016 14:18:55:4254,2383,2375,0064,0060
08/20/2016 14:18:55:4505,2304,2358,0093,0062
08/20/2016 14:18:55:4755,2212,2389,0081,0066
08/20/2016 14:18:55:5004,2248,2386,0070,0063
08/20/2016 14:18:55:5255,2309,2408,0070,0063
08/20/2016 14:18:55:5504,2317,2411,0066,0081
08/20/2016 14:18:55:5754,2446,2447,0066,0071
08/20/2016 14:18:55:6005,2462,2462,0087,0049
08/20/2016 14:18:55:6254,2483,2456,0084,0067
08/20/2016 14:18:55:6505,2459,2398,0070,0065
08/20/2016 14:18:55:6755,2418,2366,0069,0070
08/20/2016 14:18:55:7004,2394,2363,0085,0067
08/20/2016 14:18:55:7254,2358,2356,0080,0071
08/20/2016 14:18:55:7504,2296,2303,0070,0063
08/20/2016 14:18:55:7755,2267,2428,0071,0067
08/20/2016 14:18:55:8004,2274,2398,0069,0060
08/20/2016 14:18:55:8255,2377,2437,0091,0060
08/20/2016 14:18:55:8505,2438,2455,0078,0050
08/20/2016 14:18:55:8755,2492,2418,0076,0074
08/20/2016 14:18:55:9004,2486,2440,0082,0074
08/20/2016 14:18:55:9255,2448,2393,0068,0073
08/20/2016 14:18:55:9505,2396,2363,0064,0074
08/20/2016 14:18:55:9755,2326,2321,0071,0076
08/20/2016 14:18:56:0254,2270,2389,0096,0091
08/20/2016 14:18:56:0505,2420,2440,0099,0064
08/20/2016 14:18:56:0755,2483,2446,0097,0086
08/20/2016 14:18:56:1005,2477,2438,0088,0093
08/20/2016 14:18:56:1254,2487,2454,0074,0086
08/20/2016 14:18:56:1504,2488,2421,0068,0069
08/20/2016 14:18:56:1755,2453,2386,0083,0090
08/20/2016 14:18:56:2005,2338,2345,0073,0072
08/20/2016 14:18:56:2254,2393,2365,0070,0082
08/20/2016 14:18:56:2504,2350,2329,0068,0069
08/20/2016 14:18:56:5005,2545,2534,0223,0193
08/20/2016 14:18:56:5254,2555,2560,0132,0114
08/20/2016 14:18:56:5504,2558,2569,0128,0107
08/20/2016 14:18:56:5754,2560,2566,0095,0082
08/20/2016 14:18:56:6005,2562,2565,0111,0091
08/20/2016 14:18:56:6255,2560,2571,0087,0091
08/20/2016 14:18:56:6504,2564,2566,0078,0082
08/20/2016 14:18:56:6755,2563,2566,0073,0074
08/20/2016 14:18:56:7005,2567,2568,0071,0070
08/20/2016 14:18:56:7255,2562,2566,0070,0067
08/20/2016 14:18:56:7505,2565,2569,0068,0059
08/20/2016 14:18:56:8755,2562,2566,0165,0132
08/20/2016 14:18:56:9005,2563,2566,0103,0087
08/20/2016 14:18:56:9255,2561,2569,0081,0070
08/20/2016 14:18:56:9504,2563,2571,0074,0066
08/20/2016 14:18:56:9755,2562,2568,0070,0065
08/20/2016 14:18:57:0255,2562,2569,0095,0091
08/20/2016 14:18:57:0504,2562,2562,0074,0074
08/20/2016 14:18:57:0754,2564,2564,0068,0066
08/20/2016 14:18:57:1005,2563,2573,0066,0061
08/20/2016 14:18:57:1255,2564,2570,0065,0062
08/20/2016 14:18:57:1505,2565,2570,0064,0056
08/20/2016 14:18:57:1755,2562,2568,0063,0057
08/20/2016 14:18:57:2005,2563,2564,0064,0057
08/20/2016 14:18:57:2255,2563,2566,0063,0057
08/20/2016 14:18:57:2505,2565,2568,0062,0058
08/20/2016 14:18:57:2754,2563,2565,0062,0057
08/20/2016 14:18:57:3004,2557,2566,0062,0059
08/20/2016 14:18:57:3255,2563,2570,0063,0058
08/20/2016 14:18:57:3504,2562,2564,0062,0057
08/20/2016 14:18:57:3754,2561,2571,0063,0057
08/20/2016 14:18:57:4004,2565,2570,0062,0056
08/20/2016 14:18:57:4255,2563,2565,0062,0057
08/20/2016 14:18:57:4505,2569,2570,0062,0055
08/20/2016 14:18:57:4755,2563,2570,0062,0056
08/20/2016 14:18:57:5004,2567,2573,0062,0056
08/20/2016 14:18:57:5255,2564,2568,0062,0057
08/20/2016 14:18:57:5504,2564,2570,0063,0056
08/20/2016 14:18:57:5754,2568,2568,0062,0057
08/20/2016 14:18:57:6005,2561,2570,0062,0057
08/20/2016 14:18:57:6255,2567,2566,0062,0056
08/20/2016 14:18:57:6504,2562,2570,0062,0056
08/20/2016 14:18:57:6754,2566,2566,0063,0058
08/20/2016 14:18:57:7005,2564,2570,0062,0057
08/20/2016 14:18:57:7255,2563,2566,0063,0056
08/20/2016 14:18:57:7504,2561,2570,0063,0057
08/20/2016 14:18:57:7754,2563,2569,0063,0057
08/20/2016 14:18:57:8005,2559,2563,0063,0057
08/20/2016 14:18:57:8255,2561,2567,0063,0057
08/20/2016 14:18:57:8505,2565,2569,0063,0057
08/20/2016 14:18:57:8755,2565,2568,0063,0056
08/20/2016 14:18:57:9004,2565,2568,0064,0056
08/20/2016 14:18:57:9255,2565,2566,0063,0057
08/20/2016 14:18:57:9504,2566,2568,0063,0057
08/20/2016 14:18:57:9755,2562,2565,0063,0058
08/20/2016 14:18:58:0255,2408,2426,0087,0078
08/20/2016 14:18:58:0504,2053,2024,0058,0066
08/20/2016 14:18:58:0754,1303,1721,0045,0049
08/20/2016 14:18:58:1005,1778,1969,0059,0052
08/20/2016 14:18:58:1255,2157,2259,0062,0055
08/20/2016 14:18:58:1504,1847,2131,0060,0053
08/20/2016 14:18:58:1754,2118,2222,0062,0054
08/20/2016 14:18:58:2004,2230,2303,0067,0062
08/20/2016 14:18:58:2255,2264,2271,0057,0055
08/20/2016 14:18:58:2504,2352,2288,0064,0059
08/20/2016 14:18:58:2754,2342,2210,0060,0058
08/20/2016 14:18:58:3004,2387,2159,0060,0072
08/20/2016 14:18:58:3254,2261,2111,0059,0069
08/20/2016 14:18:58:3505,2083,2095,0060,0060
08/20/2016 14:18:58:3754,2304,2114,0063,0062
08/20/2016 14:18:58:4004,1965,1926,0063,0061
08/20/2016 14:18:58:4254,2011,1984,0071,0064
08/20/2016 14:18:58:4505,1664,2123,0072,0062
08/20/2016 14:18:58:4754,1721,2066,0066,0066
08/20/2016 14:18:58:5004,1870,2117,0069,0066
08/20/2016 14:18:58:5255,2072,2217,0070,0060
08/20/2016 14:18:58:5505,2239,2276,0069,0062
08/20/2016 14:18:58:5754,2201,2292,0070,0061
08/20/2016 14:18:58:6004,2325,2307,0068,0067
08/20/2016 14:18:58:6255,2321,2202,0060,0058
08/20/2016 14:18:58:6505,2383,2114,0062,0060
08/20/2016 14:18:58:6754,2338,2089,0061,0058
08/20/2016 14:18:58:7005,2189,2023,0066,0065
08/20/2016 14:18:58:7255,2115,2059,0068,0068
08/20/2016 14:18:58:7504,1895,2000,0068,0062
08/20/2016 14:18:58:7755,1883,1990,0071,0090
08/20/2016 14:18:58:8004,1673,1948,0067,0073
08/20/2016 14:18:58:8254,1868,2016,0072,0066
08/20/2016 14:18:58:8505,2059,2233,0073,0065
08/20/2016 14:18:59:0255,1859,2000,0182,0168
08/20/2016 14:18:59:0504,1995,1985,0111,0107
08/20/2016 14:18:59:0755,1921,1941,0090,0090
08/20/2016 14:18:59:1005,1707,2032,0082,0080
08/20/2016 14:18:59:1254,1790,2039,0078,0073
08/20/2016 14:18:59:1505,1891,2153,0076,0066
08/20/2016 14:18:59:1754,1886,2151,0075,0074
08/20/2016 14:18:59:2005,2002,2150,0072,0087
08/20/2016 14:18:59:2254,2099,2254,0074,0071
08/20/2016 14:18:59:2505,2363,2230,0067,0070
08/20/2016 14:18:59:2755,2304,2219,0066,0066
08/20/2016 14:18:59:4004,2039,1825,0147,0140
08/20/2016 14:18:59:4255,1901,1971,0109,0098
08/20/2016 14:18:59:4504,1694,1848,0082,0080
08/20/2016 14:18:59:4755,1950,2163,0084,0070
08/20/2016 14:18:59:5004,1645,2096,0076,0067
08/20/2016 14:18:59:5254,1909,2093,0073,0071
08/20/2016 14:18:59:5505,2176,2239,0075,0063
08/20/2016 14:18:59:5755,2235,2268,0070,0065
08/20/2016 14:18:59:6004,2125,2205,0071,0062
08/20/2016 14:18:59:6254,2231,2291,0073,0066
08/20/2016 14:18:59:6504,2226,2251,0070,0087
08/20/2016 14:18:59:6754,2304,2271,0071,0076
08/20/2016 14:18:59:7005,1938,1872,0065,0074
08/20/2016 14:18:59:7255,2358,2119,0064,0060
08/20/2016 14:18:59:7505,2230,2143,0068,0067
08/20/2016 14:18:59:7754,2174,1956,0064,0069
08/20/2016 14:18:59:8004,1987,2058,0071,0074
08/20/2016 14:18:59:8255,1878,1952,0075,0110
08/20/2016 14:18:59:8504,1965,1907,0067,0087
08/20/2016 14:18:59:8755,1746,2097,0076,0074
08/20/2016 14:18:59:9005,1575,2041,0070,0067
08/20/2016 14:18:59:9254,1707,2092,0073,0066
08/20/2016 14:18:59:9505,2035,2182,0073,0065
08/20/2016 14:18:59:9755,2140,2242,0070,0064
08/20/2016 14:19:00:0255,2336,2179,0091,0088
08/20/2016 14:19:00:0505,2363,2267,0078,0076
08/20/2016 14:19:00:0755,2277,2085,0067,0067
08/20/2016 14:19:00:1004,2313,2172,0068,0083
08/20/2016 14:19:00:1255,2380,2177,0073,0074
08/20/2016 14:19:00:1505,2005,2026,0062,0066
08/20/2016 14:19:00:1755,2177,2084,0074,0068
08/20/2016 14:19:00:2005,1950,1850,0067,0067
08/20/2016 14:19:00:2255,1940,1894,0069,0062
08/20/2016 14:19:00:2505,2055,2021,0074,0070
08/20/2016 14:19:00:2755,1808,2296,0078,0064
08/20/2016 14:19:00:3004,2061,1809,0066,0064
08/20/2016 14:19:00:3254,1816,1784,0066,0062
08/20/2016 14:19:00:3504,1853,1909,0073,0067
08/20/2016 14:19:00:3755,2361,2271,0071,0061
08/20/2016 14:19:00:4004,1958,2122,0076,0064
08/20/2016 14:19:00:4254,2135,2196,0074,0069
08/20/2016 14:19:00:4504,2098,2284,0074,0065
08/20/2016 14:19:00:4754,2238,2253,0070,0066
08/20/2016 14:19:00:5005,2347,2271,0068,0062
08/20/2016 14:19:00:5255,2379,2045,0061,0061
08/20/2016 14:19:00:5505,2329,2097,0066,0090
08/20/2016 14:19:00:5755,2284,2113,0070,0075
08/20/2016 14:19:00:6004,2230,1908,0059,0062
08/20/2016 14:19:00:6254,2134,2106,0073,0086
08/20/2016 14:19:00:6504,2168,1759,0062,0071
08/20/2016 14:19:00:6754,1807,1893,0074,0067
08/20/2016 14:19:00:7005,1844,2114,0081,0068
08/20/2016 14:19:00:7254,1851,1881,0066,0076
08/20/2016 14:19:00:7505,1877,2180,0078,0070
08/20/2016 14:19:00:7754,1660,1952,0068,0062
08/20/2016 14:19:00:8005,2095,2277,0077,0066
08/20/2016 14:19:00:8254,2043,2114,0071,0065
08/20/2016 14:19:00:8505,2196,2280,0071,0061
08/20/2016 14:19:00:8754,2282,2310,0074,0068
08/20/2016 14:19:00:9005,2283,2245,0066,0059
08/20/2016 14:19:00:9255,2404,2286,0070,0065
08/20/2016 14:19:00:9504,2328,2058,0060,0060
08/20/2016 14:19:00:9754,2342,2220,0072,0068
08/20/2016 14:19:01:0255,1716,2122,0106,0091
08/20/2016 14:19:01:0504,1985,1848,0077,0074
08/20/2016 14:19:01:0755,1522,2052,0077,0069
08/20/2016 14:19:01:1005,1915,2176,0078,0069
08/20/2016 14:19:01:1254,1521,1923,0065,0062
08/20/2016 14:19:01:1504,1983,2228,0078,0067
08/20/2016 14:19:01:1754,1770,2084,0071,0066
08/20/2016 14:19:01:2005,2260,2323,0074,0066
08/20/2016 14:19:01:2255,2198,2251,0071,0066
08/20/2016 14:19:01:2504,2137,2218,0072,0065
08/20/2016 14:19:01:2755,2315,2300,0071,0065
08/20/2016 14:19:01:3005,2336,2132,0062,0058
08/20/2016 14:19:01:3255,2400,2268,0074,0083
08/20/2016 14:19:01:3504,2346,2165,0067,0069
08/20/2016 14:19:01:3754,2321,2126,0067,0070
08/20/2016 14:19:01:5504,1807,2051,0194,0175
08/20/2016 14:19:01:5754,1633,2089,0116,0110
08/20/2016 14:19:01:6004,2034,2160,0091,0082
08/20/2016 14:19:01:6255,2260,2301,0082,0074
08/20/2016 14:19:01:6504,2294,2270,0076,0068
08/20/2016 14:19:01:6754,2350,2233,0072,0065
08/20/2016 14:19:01:7004,2337,2259,0072,0065
08/20/2016 14:19:01:7255,2363,2023,0065,0065
08/20/2016 14:19:01:7505,2203,2123,0070,0064
08/20/2016 14:19:01:7754,2374,2062,0070,0064
08/20/2016 14:19:01:8005,1976,1965,0066,0065
08/20/2016 14:19:01:9254,1641,2113,0169,0143
08/20/2016 14:19:01:9505,2045,2169,0109,0093
08/20/2016 14:19:01:9754,1976,2230,0089,0077
08/20/2016 14:19:02:0255,2259,2035,0094,0092
08/20/2016 14:19:02:0504,2384,2235,0088,0078
08/20/2016 14:19:02:0754,2377,2027,0072,0074
08/20/2016 14:19:02:1004,2217,2073,0074,0069
08/20/2016 14:19:02:1255,2015,1842,0076,0077
08/20/2016 14:19:02:1505,1720,1996,0074,0069
08/20/2016 14:19:02:1755,1836,1992,0074,0067
08/20/2016 14:19:02:2004,1679,2000,0072,0067
08/20/2016 14:19:02:2255,2031,2218,0078,0064
08/20/2016 14:19:02:2505,2056,2211,0074,0069
08/20/2016 14:19:02:2754,2247,2297,0074,0064
08/20/2016 14:19:02:3005,2316,2267,0065,0062
08/20/2016 14:19:02:3255,2357,2070,0062,0062
08/20/2016 14:19:02:3504,2388,2126,0069,0066
08/20/2016 14:19:02:3754,2223,1981,0064,0062
08/20/2016 14:19:02:4005,2282,2360,0088,0068
08/20/2016 14:19:02:4255,2408,2424,0081,0069
08/20/2016 14:19:02:4505,2524,2502,0081,0071
08/20/2016 14:19:02:4754,2537,2540,0087,0086
08/20/2016 14:19:02:5004,2561,2565,0086,0082
08/20/2016 14:19:02:5255,2561,2567,0083,0079
08/20/2016 14:19:02:5505,2563,2566,0081,0077
08/20/2016 14:19:02:5755,2564,2564,0079,0075
08/20/2016 14:19:02:6005,2563,2568,0078,0073
08/20/2016 14:19:02:6254,2558,2566,0078,0070
08/20/2016 14:19:02:6505,2562,2562,0077,0068
08/20/2016 14:19:02:6755,2563,2566,0075,0067
08/20/2016 14:19:02:7005,2565,2563,0074,0067
08/20/2016 14:19:02:7255,2562,2570,0074,0066
08/20/2016 14:19:02:7504,2558,2568,0073,0066
08/20/2016 14:19:02:7755,2562,2566,0072,0066
08/20/2016 14:19:02:8005,2564,2566,0072,0064
08/20/2016 14:19:02:8254,2561,2568,0072,0064
08/20/2016 14:19:02:8505,2562,2563,0071,0063
08/20/2016 14:19:02:8754,2553,2561,0070,0063
08/20/2016 14:19:02:9005,2560,2571,0070,0063
08/20/2016 14:19:02:9254,2560,2562,0070,0063
08/20/2016 14:19:02:9505,2559,2563,0070,0063
08/20/2016 14:19:02:9754,2559,2566,0070,0062
08/20/2016 14:19:03:0255,2562,2566,0097,0086
08/20/2016 14:19:03:0504,2559,2566,0078,0070
08/20/2016 14:19:03:0755,2558,2570,0073,0066
08/20/2016 14:19:03:1005,2565,2569,0070,0063
08/20/2016 14:19:03:1254,2559,2562,0070,0062
08/20/2016 14:19:03:1505,2559,2566,0069,0062
08/20/2016 14:19:03:1754,2564,2570,0068,0061
08/20/2016 14:19:03:2005,2562,2568,0068,0060
08/20/2016 14:19:03:2255,2563,2565,0068,0062
08/20/2016 14:19:03:2505,2565,2564,0068,0061
08/20/2016 14:19:03:2754,2562,2567,0068,0061
08/20/2016 14:19:03:3005,2562,2565,0066,0060
08/20/2016 14:19:03:3254,2561,2566,0068,0060
08/20/2016 14:19:03:3505,2558,2570,0067,0061
08/20/2016 14:19:03:3755,2560,2562,0068,0060
08/20/2016 14:19:03:4004,2560,2559,0068,0060
08/20/2016 14:19:03:4255,2561,2568,0067,0060
08/20/2016 14:19:03:4505,2563,2566,0066,0060
08/20/2016 14:19:03:4754,2565,2566,0067,0059
08/20/2016 14:19:03:5004,2563,2563,0066,0059
08/20/2016 14:19:03:5254,2559,2567,0067,0059
08/20/2016 14:19:03:5504,2558,2556,0066,0059
08/20/2016 14:19:03:5755,2563,2563,0066,0059
08/20/2016 14:19:03:6005,2561,2562,0067,0059
08/20/2016 14:19:03:6255,2565,2566,0066,0059
08/20/2016 14:19:03:6504,2563,2566,0066,0059
08/20/2016 14:19:03:6754,2563,2566,0066,0059
08/20/2016 14:19:03:7004,2561,2566,0066,0059
08/20/2016 14:19:03:7254,2562,2566,0066,0059
08/20/2016 14:19:03:7504,2559,2562,0066,0060
08/20/2016 14:19:03:7755,2562,2562,0066,0059
08/20/2016 14:19:03:8005,2563,2570,0066,0059
08/20/2016 14:19:03:8255,2562,2565,0066,0059
08/20/2016 14:19:03:8505,2557,2566,0066,0059
08/20/2016 14:19:03:8755,2562,2566,0066,0059
08/20/2016 14:19:03:9005,2561,2571,0066,0060
08/20/2016 14:19:04:1505,2220,2002,0182,0173
08/20/2016 14:19:04:1755,2144,2031,0116,0108
08/20/2016 14:19:04:2005,2050,2048,0095,0087
08/20/2016 14:19:04:2255,2064,2068,0085,0077
08/20/2016 14:19:04:2505,1954,2157,0084,0074
08/20/2016 14:19:04:2755,1987,2200,0083,0070
08/20/2016 14:19:04:3005,2097,2271,0082,0070
08/20/2016 14:19:04:3255,2197,2338,0082,0070
08/20/2016 14:19:04:3504,2296,2367,0080,0071
08/20/2016 14:19:04:3755,2447,2372,0078,0070
08/20/2016 14:19:04:4004,2432,2393,0082,0074
08/20/2016 14:19:04:5255,2345,2242,0238,0181
08/20/2016 14:19:04:5504,2388,2291,0168,0111
08/20/2016 14:19:04:5755,2245,2226,0142,0092
08/20/2016 14:19:04:6004,2362,2279,0132,0086
08/20/2016 14:19:04:6254,2363,2285,0107,0125
08/20/2016 14:19:04:6505,2287,2261,0096,0093
08/20/2016 14:19:04:6755,2167,2325,0120,0082
08/20/2016 14:19:04:7005,2246,2373,0099,0071
08/20/2016 14:19:04:7255,2179,2363,0098,0078
08/20/2016 14:19:04:7504,2206,2334,0094,0079
08/20/2016 14:19:04:7754,2219,2373,0092,0120
08/20/2016 14:19:04:8005,2367,2434,0125,0107
08/20/2016 14:19:04:8254,2399,2437,0103,0086
08/20/2016 14:19:04:8504,2448,2448,0108,0076
08/20/2016 14:19:04:8754,2465,2433,0101,0092
08/20/2016 14:19:04:9005,2431,2351,0089,0077
08/20/2016 14:19:04:9254,2424,2345,0091,0111
08/20/2016 14:19:04:9504,2396,2321,0088,0089
08/20/2016 14:19:04:9754,2309,2259,0124,0076
08/20/2016 14:19:05:0255,2454,2439,0164,0126
08/20/2016 14:19:05:0504,2386,2429,0118,0097
08/20/2016 14:19:05:0755,2437,2443,0102,0111
08/20/2016 14:19:05:1005,2460,2430,0095,0089
08/20/2016 14:19:05:1254,2481,2424,0096,0084
08/20/2016 14:19:05:1505,2442,2379,0124,0095
08/20/2016 14:19:05:1754,2468,2404,0117,0084
08/20/2016 14:19:05:2005,2399,2358,0116,0101
08/20/2016 14:19:05:2254,2403,2364,0093,0107
08/20/2016 14:19:05:2505,2363,2331,0098,0092
08/20/2016 14:19:05:2754,2362,2298,0119,0082
08/20/2016 14:19:05:3005,2228,2362,0120,0095
08/20/2016 14:19:05:3254,2309,2325,0107,0085
08/20/2016 14:19:05:3504,2272,2314,0115,0103
08/20/2016 14:19:05:3755,2223,2356,0104,0089
08/20/2016 14:19:05:4004,2209,2362,0099,0085
08/20/2016 14:19:05:4254,2239,2370,0089,0076
08/20/2016 14:19:05:4505,2339,2416,0095,0082
08/20/2016 14:19:05:4754,2317,2425,0096,0082
08/20/2016 14:19:05:5005,2465,2427,0091,0078
08/20/2016 14:19:05:5254,2413,2442,0096,0080
08/20/2016 14:19:05:5504,2448,2438,0091,0124
08/20/2016 14:19:05:5755,2483,2422,0088,0112
08/20/2016 14:19:05:6004,2479,2402,0095,0096
08/20/2016 14:19:05:6255,2388,2301,0091,0136
08/20/2016 14:19:05:6504,2398,2334,0092,0131
08/20/2016 14:19:05:6755,2304,2292,0152,0143
08/20/2016 14:19:05:7004,2369,2329,0130,0099
08/20/2016 14:19:05:7255,2278,2294,0120,0116
08/20/2016 14:19:05:7505,2288,2274,0103,0093
08/20/2016 14:19:05:7754,2305,2309,0121,0090
08/20/2016 14:19:05:8005,2243,2338,0103,0114
08/20/2016 14:19:05:8255,2212,2366,0099,0096
08/20/2016 14:19:05:8505,2209,2359,0120,0091
08/20/2016 14:19:05:8755,2354,2400,0107,0091
08/20/2016 14:19:05:9005,2378,2425,0099,0116
08/20/2016 14:19:05:9255,2436,2442,0092,0103
08/20/2016 14:19:05:9504,2426,2436,0091,0096
08/20/2016 14:19:05:9754,2469,2437,0094,0087
