MM/DD/YYYY HH:mm:ss:msms,ch01,ch02,ch03,ch04
08/20/2016 14:21:40:3754,2562,2565,0082,0074
08/20/2016 14:21:40:4004,2560,2563,0082,0073
08/20/2016 14:21:40:4254,2562,2562,0080,0074
08/20/2016 14:21:40:4504,2560,2562,0080,0074
08/20/2016 14:21:40:4755,2559,2561,0082,0074
08/20/2016 14:21:40:5005,2557,2566,0081,0074
08/20/2016 14:21:40:5254,2558,2563,0082,0074
08/20/2016 14:21:40:5505,2557,2565,0081,0074
08/20/2016 14:21:40:5755,2564,2563,0080,0073
08/20/2016 14:21:40:6005,2559,2564,0081,0074
08/20/2016 14:21:40:6254,2565,2562,0080,0073
08/20/2016 14:21:40:6504,2559,2559,0081,0074
08/20/2016 14:21:40:6755,2560,2560,0081,0074
08/20/2016 14:21:40:7005,2558,2556,0081,0074
08/20/2016 14:21:40:7254,2558,2559,0081,0073
08/20/2016 14:21:40:7504,2564,2563,0081,0073
08/20/2016 14:21:40:7754,2562,2563,0080,0072
08/20/2016 14:21:40:8004,2557,2562,0081,0074
08/20/2016 14:21:40:8254,2557,2559,0081,0074
08/20/2016 14:21:40:8504,2560,2560,0080,0073
08/20/2016 14:21:40:8755,2559,2566,0080,0073
08/20/2016 14:21:40:9005,2559,2562,0080,0074
08/20/2016 14:21:40:9254,2561,2564,0080,0073
08/20/2016 14:21:40:9505,2557,2562,0079,0073
08/20/2016 14:21:40:9754,2560,2564,0079,0073
08/20/2016 14:21:41:0255,2558,2562,0112,0101
08/20/2016 14:21:41:0504,2558,2560,0090,0082
08/20/2016 14:21:41:0755,2561,2566,0084,0077
08/20/2016 14:21:41:1004,2559,2564,0082,0074
08/20/2016 14:21:41:1255,2563,2565,0081,0074
08/20/2016 14:21:41:1504,2559,2563,0081,0074
08/20/2016 14:21:41:1755,2559,2563,0081,0074
08/20/2016 14:21:41:2005,2556,2559,0081,0074
08/20/2016 14:21:41:2254,2561,2563,0080,0073
08/20/2016 14:21:41:2505,2558,2564,0080,0073
08/20/2016 14:21:41:2755,2559,2562,0080,0073
08/20/2016 14:21:41:3005,2557,2565,0080,0073
08/20/2016 14:21:41:3255,2559,2566,0080,0072
08/20/2016 14:21:41:3505,2558,2562,0080,0073
08/20/2016 14:21:41:3755,2562,2563,0080,0072
08/20/2016 14:21:41:4004,2557,2561,0080,0074
08/20/2016 14:21:41:4255,2560,2562,0079,0073
08/20/2016 14:21:41:4505,2560,2560,0079,0073
08/20/2016 14:21:41:4754,2561,2562,0080,0072
08/20/2016 14:21:41:5004,2562,2560,0079,0073
08/20/2016 14:21:41:5255,2561,2562,0080,0072
08/20/2016 14:21:41:8005,2006,2009,0223,0200
08/20/2016 14:21:41:8255,2310,2180,0129,0129
08/20/2016 14:21:41:8504,2060,2253,0109,0104
08/20/2016 14:21:41:8755,2205,2328,0095,0092
08/20/2016 14:21:41:9004,2167,2317,0089,0087
08/20/2016 14:21:41:9255,2357,2365,0084,0082
08/20/2016 14:21:41:9504,2370,2404,0085,0082
08/20/2016 14:21:41:9754,2364,2398,0082,0078
08/20/2016 14:21:42:0255,2427,2306,0150,0102
08/20/2016 14:21:42:0505,2373,2238,0104,0095
08/20/2016 14:21:42:0755,2399,2274,0124,0080
08/20/2016 14:21:42:2005,2155,2280,0195,0164
08/20/2016 14:21:42:2255,2147,2345,0123,0128
08/20/2016 14:21:42:2505,2361,2416,0101,0097
08/20/2016 14:21:42:2754,2232,2357,0091,0089
08/20/2016 14:21:42:3004,2310,2400,0131,0098
08/20/2016 14:21:42:3255,2437,2442,0099,0087
08/20/2016 14:21:42:3505,2476,2393,0087,0086
08/20/2016 14:21:42:3755,2464,2373,0113,0086
08/20/2016 14:21:42:4004,2475,2421,0095,0080
08/20/2016 14:21:42:4254,2458,2324,0083,0078
08/20/2016 14:21:42:4505,2325,2259,0088,0087
08/20/2016 14:21:42:4754,2403,2305,0107,0074
08/20/2016 14:21:42:5004,2351,2260,0093,0076
08/20/2016 14:21:42:5254,2354,2248,0108,0074
08/20/2016 14:21:42:5505,2210,2305,0096,0075
08/20/2016 14:21:42:5755,2213,2315,0109,0073
08/20/2016 14:21:42:6004,2251,2367,0095,0074
08/20/2016 14:21:42:6254,2236,2377,0089,0074
08/20/2016 14:21:42:6505,2413,2447,0086,0073
08/20/2016 14:21:42:6754,2372,2436,0108,0071
08/20/2016 14:21:42:7004,2432,2450,0092,0072
08/20/2016 14:21:42:7254,2436,2450,0087,0078
08/20/2016 14:21:42:7504,2468,2449,0084,0076
08/20/2016 14:21:42:7755,2480,2430,0082,0076
08/20/2016 14:21:42:8004,2453,2441,0102,0069
08/20/2016 14:21:42:8254,2325,2408,0095,0082
08/20/2016 14:21:42:8505,2495,2515,0091,0081
08/20/2016 14:21:42:8754,2536,2540,0113,0079
08/20/2016 14:21:42:9004,2562,2562,0097,0078
08/20/2016 14:21:42:9254,2559,2560,0109,0076
08/20/2016 14:21:42:9505,2558,2559,0095,0076
08/20/2016 14:21:42:9755,2557,2565,0089,0074
08/20/2016 14:21:43:0255,2564,2566,0120,0102
08/20/2016 14:21:43:0504,2562,2565,0095,0085
08/20/2016 14:21:43:0755,2565,2558,0087,0078
08/20/2016 14:21:43:1004,2561,2562,0086,0077
08/20/2016 14:21:43:1255,2559,2563,0085,0074
08/20/2016 14:21:43:1504,2554,2564,0083,0074
08/20/2016 14:21:43:1755,2563,2562,0082,0073
08/20/2016 14:21:43:2004,2562,2562,0082,0073
08/20/2016 14:21:43:2254,2558,2559,0082,0074
08/20/2016 14:21:43:2504,2558,2564,0082,0073
08/20/2016 14:21:43:2755,2558,2564,0082,0073
08/20/2016 14:21:43:3004,2557,2566,0081,0074
08/20/2016 14:21:43:3255,2561,2560,0080,0072
08/20/2016 14:21:43:3505,2561,2562,0080,0071
08/20/2016 14:21:43:3755,2558,2561,0080,0073
08/20/2016 14:21:43:4005,2563,2563,0080,0073
08/20/2016 14:21:43:4255,2561,2564,0080,0071
08/20/2016 14:21:43:4504,2562,2561,0080,0073
08/20/2016 14:21:43:4755,2561,2559,0081,0072
08/20/2016 14:21:43:5004,2556,2560,0080,0072
08/20/2016 14:21:43:5254,2565,2562,0079,0071
08/20/2016 14:21:43:5504,2562,2562,0079,0072
08/20/2016 14:21:43:5755,2563,2560,0080,0072
08/20/2016 14:21:43:6004,2559,2561,0080,0073
08/20/2016 14:21:43:6254,2558,2562,0079,0073
08/20/2016 14:21:43:6505,2556,2561,0079,0073
08/20/2016 14:21:43:6755,2562,2566,0080,0072
08/20/2016 14:21:43:7005,2560,2564,0080,0072
08/20/2016 14:21:43:7255,2559,2558,0079,0071
08/20/2016 14:21:43:7504,2557,2564,0079,0072
08/20/2016 14:21:43:7755,2562,2558,0080,0072
08/20/2016 14:21:43:8004,2558,2559,0079,0072
08/20/2016 14:21:43:8254,2559,2561,0080,0073
08/20/2016 14:21:43:8504,2562,2564,0079,0071
08/20/2016 14:21:43:8754,2565,2562,0079,0071
08/20/2016 14:21:43:9005,2559,2564,0079,0072
08/20/2016 14:21:43:9255,2560,2566,0079,0071
08/20/2016 14:21:43:9505,2559,2561,0080,0071
08/20/2016 14:21:43:9755,2562,2562,0079,0070
08/20/2016 14:21:44:0255,2566,2566,0111,0098
08/20/2016 14:21:44:0504,2559,2561,0090,0082
08/20/2016 14:21:44:0755,2559,2559,0083,0076
08/20/2016 14:21:44:1005,2560,2566,0081,0074
08/20/2016 14:21:44:1254,2558,2561,0082,0073
08/20/2016 14:21:44:1504,2563,2566,0081,0072
08/20/2016 14:21:44:1754,2563,2560,0079,0072
08/20/2016 14:21:44:3505,2562,2564,0208,0182
08/20/2016 14:21:44:3755,2562,2562,0128,0116
08/20/2016 14:21:44:4004,2557,2566,0102,0093
08/20/2016 14:21:44:4255,2561,2560,0092,0084
08/20/2016 14:21:44:4504,2565,2562,0087,0079
08/20/2016 14:21:44:4754,2562,2560,0088,0079
08/20/2016 14:21:44:5005,2558,2561,0087,0078
08/20/2016 14:21:44:5254,2560,2561,0087,0078
08/20/2016 14:21:44:5505,0315,1529,0024,0045
08/20/2016 14:21:44:5755,0315,2103,0087,0070
08/20/2016 14:21:44:6005,0315,1440,0053,0071
08/20/2016 14:21:44:7254,1916,0538,0158,0132
08/20/2016 14:21:44:7505,1623,1961,0154,0095
08/20/2016 14:21:44:7754,1996,1986,0112,0107
08/20/2016 14:21:44:8005,1768,2176,0123,0095
08/20/2016 14:21:44:8255,1289,1509,0077,0068
08/20/2016 14:21:44:8504,0828,1600,0065,0058
08/20/2016 14:21:44:8755,1645,2261,0088,0070
08/20/2016 14:21:44:9005,1974,2400,0138,0077
08/20/2016 14:21:44:9254,1520,2436,0103,0073
08/20/2016 14:21:44:9504,1885,2465,0129,0083
08/20/2016 14:21:44:9754,2247,2443,0127,0082
08/20/2016 14:21:45:0255,0315,1376,0086,0078
08/20/2016 14:21:45:0505,0315,1772,0075,0066
08/20/2016 14:21:45:0754,1732,1897,0114,0095
08/20/2016 14:21:45:1005,2064,2155,0135,0085
08/20/2016 14:21:45:1254,2284,1830,0101,0082
08/20/2016 14:21:45:1504,2002,2013,0095,0079
08/20/2016 14:21:45:1755,2081,2282,0130,0077
08/20/2016 14:21:45:2005,2288,2340,0115,0078
08/20/2016 14:21:45:2254,1360,2264,0085,0071
08/20/2016 14:21:45:2505,0930,2142,0062,0055
08/20/2016 14:21:45:2754,1886,2261,0107,0105
08/20/2016 14:21:45:3005,1944,2149,0088,0086
08/20/2016 14:21:45:3254,2008,2200,0091,0082
08/20/2016 14:21:45:3505,1256,2026,0073,0071
08/20/2016 14:21:45:3754,1658,1971,0073,0069
08/20/2016 14:21:45:4004,2099,2121,0092,0082
08/20/2016 14:21:45:4255,2213,2039,0137,0082
08/20/2016 14:21:45:4504,1917,1992,0100,0078
08/20/2016 14:21:45:4754,1513,2008,0085,0072
08/20/2016 14:21:45:5004,1452,1985,0081,0070
08/20/2016 14:21:45:5255,1538,2123,0085,0070
08/20/2016 14:21:45:5504,1733,2211,0088,0078
08/20/2016 14:21:45:5754,1903,2088,0085,0076
08/20/2016 14:21:45:6004,1773,2168,0088,0075
08/20/2016 14:21:45:6255,1940,2286,0083,0072
08/20/2016 14:21:45:6505,1878,2305,0116,0071
08/20/2016 14:21:45:6754,1947,2350,0098,0075
08/20/2016 14:21:45:7005,1884,2234,0083,0073
08/20/2016 14:21:45:7254,1781,2159,0105,0073
08/20/2016 14:21:45:7504,1652,2054,0084,0070
08/20/2016 14:21:45:7755,1421,1697,0073,0070
08/20/2016 14:21:45:8004,1952,1749,0079,0109
08/20/2016 14:21:45:8255,2171,1860,0092,0119
08/20/2016 14:21:45:8504,2014,1728,0082,0093
08/20/2016 14:21:45:8754,1003,1590,0069,0103
08/20/2016 14:21:45:9005,1706,1891,0078,0091
08/20/2016 14:21:45:9255,1911,2130,0088,0098
08/20/2016 14:21:45:9505,1781,2191,0112,0098
08/20/2016 14:21:45:9754,2226,2143,0099,0086
08/20/2016 14:21:46:0254,2259,2266,0131,0115
08/20/2016 14:21:46:0505,0805,2130,0083,0099
08/20/2016 14:21:46:0754,1074,2066,0070,0074
08/20/2016 14:21:46:1004,1774,1927,0091,0086
08/20/2016 14:21:46:1255,1209,2462,0087,0082
08/20/2016 14:21:46:1505,2173,2336,0132,0088
08/20/2016 14:21:46:1755,2222,2563,0113,0088
08/20/2016 14:21:46:2004,2565,2568,0108,0092
08/20/2016 14:21:46:2254,2555,2564,0101,0091
08/20/2016 14:21:46:2505,2564,2568,0097,0087
08/20/2016 14:21:46:2755,2557,2566,0097,0089
08/20/2016 14:21:46:3004,2558,2562,0096,0086
08/20/2016 14:21:46:3254,2553,2569,0094,0084
08/20/2016 14:21:46:3504,2560,2566,0092,0082
08/20/2016 14:21:46:3754,2556,2566,0092,0082
08/20/2016 14:21:46:4004,2557,2564,0091,0081
08/20/2016 14:21:46:4254,2560,2566,0090,0079
08/20/2016 14:21:46:4504,2562,2566,0088,0079
08/20/2016 14:21:46:4754,2559,2570,0088,0078
08/20/2016 14:21:46:5005,2557,2570,0087,0078
08/20/2016 14:21:46:5254,2557,2562,0087,0078
08/20/2016 14:21:46:5505,2560,2566,0087,0077
08/20/2016 14:21:46:5754,2551,2567,0088,0078
08/20/2016 14:21:46:6004,2557,2568,0086,0077
08/20/2016 14:21:46:6255,2558,2567,0085,0077
08/20/2016 14:21:46:6505,2560,2562,0085,0077
08/20/2016 14:21:46:6754,2562,2566,0084,0076
08/20/2016 14:21:46:7005,2561,2564,0084,0075
08/20/2016 14:21:46:9505,1520,1975,0223,0200
08/20/2016 14:21:46:9755,1951,1769,0107,0115
08/20/2016 14:21:47:0255,1586,2170,0141,0122
08/20/2016 14:21:47:0505,1965,2222,0099,0088
08/20/2016 14:21:47:0754,2125,2210,0090,0081
08/20/2016 14:21:47:1005,2248,2331,0087,0078
08/20/2016 14:21:47:1255,2230,2275,0078,0073
08/20/2016 14:21:47:1505,2350,2159,0068,0067
08/20/2016 14:21:47:1755,2379,2109,0072,0068
08/20/2016 14:21:47:2004,2400,2103,0074,0073
08/20/2016 14:21:47:2255,2192,1782,0060,0070
08/20/2016 14:21:47:3505,2361,2462,0198,0165
08/20/2016 14:21:47:3755,2518,2536,0128,0112
08/20/2016 14:21:47:4004,2559,2562,0111,0101
08/20/2016 14:21:47:4255,2558,2567,0099,0092
08/20/2016 14:21:47:4505,2559,2564,0095,0091
08/20/2016 14:21:47:4755,2556,2561,0092,0087
08/20/2016 14:21:47:5004,2559,2566,0091,0087
08/20/2016 14:21:47:5255,2561,2565,0089,0085
08/20/2016 14:21:47:5505,2554,2564,0089,0082
08/20/2016 14:21:47:5755,2559,2566,0087,0082
08/20/2016 14:21:47:6005,2557,2568,0086,0081
08/20/2016 14:21:47:6254,2563,2568,0086,0080
08/20/2016 14:21:47:6505,2558,2563,0086,0079
08/20/2016 14:21:47:6755,2560,2564,0084,0079
08/20/2016 14:21:47:7004,2562,2567,0085,0078
08/20/2016 14:21:47:7254,2560,2569,0084,0079
08/20/2016 14:21:47:7504,2561,2561,0083,0078
08/20/2016 14:21:47:7755,2557,2564,0084,0078
08/20/2016 14:21:47:8004,2559,2566,0083,0078
08/20/2016 14:21:47:8254,2558,2566,0082,0076
08/20/2016 14:21:47:8504,2558,2566,0082,0077
08/20/2016 14:21:47:8755,2559,2569,0083,0077
08/20/2016 14:21:47:9004,2452,2495,0081,0078
08/20/2016 14:21:47:9254,2468,2455,0075,0071
08/20/2016 14:21:47:9505,2487,2104,0056,0067
08/20/2016 14:21:47:9755,1756,2101,0066,0060
08/20/2016 14:21:48:0255,2119,2039,0085,0087
08/20/2016 14:21:48:0504,1833,2180,0096,0085
08/20/2016 14:21:48:0755,2478,2251,0080,0079
08/20/2016 14:21:48:1004,2530,2371,0093,0085
08/20/2016 14:21:48:1254,2532,2437,0096,0088
08/20/2016 14:21:48:1504,2557,2561,0095,0086
08/20/2016 14:21:48:1755,2557,2566,0092,0084
08/20/2016 14:21:48:2005,2562,2568,0088,0082
08/20/2016 14:21:48:2254,2557,2567,0088,0082
08/20/2016 14:21:48:2504,2558,2566,0087,0081
08/20/2016 14:21:48:3005,2557,2567,0122,0110
08/20/2016 14:21:48:3254,2563,2565,0096,0089
08/20/2016 14:21:48:3505,2558,2565,0089,0083
08/20/2016 14:21:48:3754,2558,2561,0087,0081
08/20/2016 14:21:48:4004,2562,2568,0085,0079
08/20/2016 14:21:48:4254,2560,2566,0083,0078
08/20/2016 14:21:48:4505,2562,2564,0083,0078
08/20/2016 14:21:48:4755,2561,2566,0083,0078
08/20/2016 14:21:48:5004,2558,2561,0083,0078
08/20/2016 14:21:48:5254,2561,2566,0082,0076
08/20/2016 14:21:48:5504,2558,2562,0081,0076
08/20/2016 14:21:48:5754,2556,2566,0082,0076
08/20/2016 14:21:48:6005,2558,2566,0082,0076
08/20/2016 14:21:48:6255,2559,2564,0082,0077
08/20/2016 14:21:48:6504,2562,2566,0082,0076
08/20/2016 14:21:48:6755,2558,2564,0082,0076
08/20/2016 14:21:48:7005,2562,2568,0082,0075
08/20/2016 14:21:48:7254,2557,2563,0082,0075
08/20/2016 14:21:48:7505,2562,2566,0081,0076
08/20/2016 14:21:48:7755,2560,2566,0081,0075
08/20/2016 14:21:48:8005,2559,2567,0082,0074
08/20/2016 14:21:48:8254,2561,2564,0081,0074
08/20/2016 14:21:48:8504,2562,2566,0080,0074
08/20/2016 14:21:48:8755,2559,2564,0081,0075
08/20/2016 14:21:48:9005,2560,2564,0080,0074
08/20/2016 14:21:48:9254,2560,2566,0080,0074
08/20/2016 14:21:48:9505,2559,2561,0080,0075
08/20/2016 14:21:48:9755,2555,2556,0079,0074
08/20/2016 14:21:49:0255,2560,2564,0113,0102
08/20/2016 14:21:49:0504,2562,2564,0090,0084
08/20/2016 14:21:49:0754,2562,2565,0084,0078
08/20/2016 14:21:49:1005,2559,2568,0082,0076
08/20/2016 14:21:49:1255,2562,2570,0080,0075
08/20/2016 14:21:49:1505,2562,2561,0081,0075
08/20/2016 14:21:49:1754,2557,2568,0081,0075
08/20/2016 14:21:49:2005,2563,2568,0079,0074
08/20/2016 14:21:49:2254,2560,2565,0080,0075
08/20/2016 14:21:49:2505,2559,2566,0080,0074
08/20/2016 14:21:49:2755,2560,2566,0080,0074
08/20/2016 14:21:49:3005,2560,2564,0079,0074
08/20/2016 14:21:49:3254,2559,2566,0080,0074
08/20/2016 14:21:49:3504,2557,2562,0079,0074
08/20/2016 14:21:49:5255,2559,2566,0208,0182
08/20/2016 14:21:49:5504,2559,2565,0128,0118
08/20/2016 14:21:49:5754,2562,2563,0102,0095
08/20/2016 14:21:49:6004,2563,2565,0091,0086
08/20/2016 14:21:49:6255,2560,2566,0087,0082
08/20/2016 14:21:49:6505,2558,2567,0086,0080
08/20/2016 14:21:49:6754,2561,2562,0083,0078
08/20/2016 14:21:49:7004,2561,2566,0083,0078
08/20/2016 14:21:49:7255,2560,2568,0082,0077
08/20/2016 14:21:49:7504,2557,2566,0082,0076
08/20/2016 14:21:49:7754,2558,2567,0082,0076
08/20/2016 14:21:49:9005,2560,2565,0181,0158
08/20/2016 14:21:49:9255,2557,2566,0117,0108
08/20/2016 14:21:49:9504,2561,2568,0096,0091
08/20/2016 14:21:49:9754,2564,2568,0089,0083
08/20/2016 14:21:50:0255,2557,2563,0118,0108
08/20/2016 14:21:50:0504,2562,2566,0094,0087
08/20/2016 14:21:50:0754,2558,2566,0086,0081
08/20/2016 14:21:50:1004,2561,2565,0084,0078
08/20/2016 14:21:50:1255,2563,2563,0082,0077
08/20/2016 14:21:50:1504,2559,2562,0082,0077
08/20/2016 14:21:50:1754,2557,2562,0082,0076
08/20/2016 14:21:50:2004,2557,2567,0081,0075
08/20/2016 14:21:50:2255,2562,2565,0081,0075
08/20/2016 14:21:50:2504,2557,2559,0081,0075
08/20/2016 14:21:50:2755,2562,2562,0081,0075
08/20/2016 14:21:50:3004,2562,2566,0080,0074
08/20/2016 14:21:50:3255,2559,2564,0081,0074
08/20/2016 14:21:50:3505,2562,2562,0080,0074
08/20/2016 14:21:50:3755,2559,2566,0081,0075
08/20/2016 14:21:50:4005,2561,2566,0079,0074
08/20/2016 14:21:50:4254,2556,2560,0080,0074
08/20/2016 14:21:50:4505,2566,2565,0080,0074
08/20/2016 14:21:50:4754,2562,2566,0080,0074
08/20/2016 14:21:50:5004,2559,2566,0080,0075
08/20/2016 14:21:50:5254,2555,2562,0080,0075
08/20/2016 14:21:50:5505,2557,2562,0080,0074
08/20/2016 14:21:50:5754,2556,2562,0081,0074
08/20/2016 14:21:50:6004,2561,2567,0081,0074
08/20/2016 14:21:50:6254,2560,2561,0080,0074
08/20/2016 14:21:50:6505,2561,2565,0080,0074
08/20/2016 14:21:50:6754,2561,2567,0080,0074
08/20/2016 14:21:50:7004,2562,2568,0080,0074
08/20/2016 14:21:50:7254,2560,2563,0079,0074
08/20/2016 14:21:50:7504,2561,2561,0080,0074
08/20/2016 14:21:50:7754,2551,2561,0081,0075
08/20/2016 14:21:50:8004,2561,2566,0080,0074
08/20/2016 14:21:50:8255,2556,2567,0081,0074
08/20/2016 14:21:50:8505,2559,2564,0080,0074
08/20/2016 14:21:50:8755,2558,2563,0081,0074
08/20/2016 14:21:50:9005,2558,2566,0079,0074
08/20/2016 14:21:50:9254,2560,2562,0079,0074
08/20/2016 14:21:50:9505,2562,2564,0079,0074
08/20/2016 14:21:50:9754,2560,2556,0080,0074
08/20/2016 14:21:51:0255,2557,2568,0111,0101
08/20/2016 14:21:51:0504,2558,2562,0091,0084
08/20/2016 14:21:51:0754,2557,2556,0084,0078
08/20/2016 14:21:51:1004,2560,2565,0082,0076
08/20/2016 14:21:51:1254,2557,2565,0081,0075
08/20/2016 14:21:51:1505,2558,2564,0081,0076
08/20/2016 14:21:51:1754,2561,2567,0081,0074
08/20/2016 14:21:51:2004,2559,2562,0080,0075
08/20/2016 14:21:51:2255,2562,2566,0080,0074
08/20/2016 14:21:51:2505,2560,2566,0079,0074
08/20/2016 14:21:51:2755,2560,2568,0079,0074
08/20/2016 14:21:51:3005,2563,2564,0079,0074
08/20/2016 14:21:51:3254,2559,2567,0080,0074
08/20/2016 14:21:51:3505,2563,2570,0080,0074
08/20/2016 14:21:51:3754,2562,2562,0080,0074
08/20/2016 14:21:51:4004,2558,2569,0081,0074
08/20/2016 14:21:51:4255,2558,2566,0079,0074
08/20/2016 14:21:51:4504,2409,2448,0078,0072
08/20/2016 14:21:51:4755,2470,2436,0066,0067
08/20/2016 14:21:51:5004,1745,1593,0046,0088
08/20/2016 14:21:51:5254,2215,2220,0065,0066
08/20/2016 14:21:51:5504,2324,2006,0060,0066
08/20/2016 14:21:51:5755,2285,1995,0068,0089
08/20/2016 14:21:51:6004,2322,2143,0074,0085
08/20/2016 14:21:51:6255,1873,1975,0072,0076
08/20/2016 14:21:51:6504,1773,1988,0073,0073
08/20/2016 14:21:51:6755,1899,2029,0079,0074
08/20/2016 14:21:51:7004,1988,2070,0077,0074
08/20/2016 14:21:51:7254,1939,2147,0079,0073
08/20/2016 14:21:51:7505,2013,2267,0081,0074
08/20/2016 14:21:51:7754,2129,2292,0080,0072
08/20/2016 14:21:51:8004,2156,2295,0079,0073
08/20/2016 14:21:51:8254,2271,2352,0078,0071
08/20/2016 14:21:51:8504,2358,2381,0077,0073
08/20/2016 14:21:51:8755,2399,2345,0074,0072
08/20/2016 14:21:52:0504,2085,2251,0204,0180
08/20/2016 14:21:52:0754,2106,2311,0128,0119
08/20/2016 14:21:52:1004,2184,2320,0102,0096
08/20/2016 14:21:52:1254,2143,2281,0090,0086
08/20/2016 14:21:52:1504,2261,2354,0088,0081
08/20/2016 14:21:52:1755,2388,2401,0083,0076
08/20/2016 14:21:52:2004,2399,2427,0083,0078
08/20/2016 14:21:52:2254,2437,2427,0082,0078
08/20/2016 14:21:52:2504,2455,2384,0081,0075
08/20/2016 14:21:52:2755,2438,2306,0077,0076
08/20/2016 14:21:52:3004,2455,2370,0082,0075
08/20/2016 14:21:52:4254,2297,2180,0174,0159
08/20/2016 14:21:52:4504,2230,2243,0118,0109
08/20/2016 14:21:52:4755,2219,2358,0100,0091
08/20/2016 14:21:52:5004,2237,2371,0091,0086
08/20/2016 14:21:52:5255,2349,2381,0085,0080
08/20/2016 14:21:52:5505,2359,2408,0085,0078
08/20/2016 14:21:52:5755,2434,2427,0082,0077
08/20/2016 14:21:52:6005,2442,2425,0082,0077
08/20/2016 14:21:52:6254,2452,2421,0081,0075
08/20/2016 14:21:52:6505,2483,2363,0077,0092
08/20/2016 14:21:52:6754,2477,2301,0076,0095
08/20/2016 14:21:52:7004,2478,2324,0080,0084
08/20/2016 14:21:52:7255,2284,2232,0081,0079
08/20/2016 14:21:52:7505,2301,2137,0076,0076
08/20/2016 14:21:52:7755,2141,2190,0080,0075
08/20/2016 14:21:52:8005,2117,2307,0083,0077
08/20/2016 14:21:52:8254,2132,2352,0083,0075
08/20/2016 14:21:52:8504,2024,2295,0080,0074
08/20/2016 14:21:52:8755,2279,2385,0082,0074
08/20/2016 14:21:52:9005,2379,2381,0078,0074
08/20/2016 14:21:52:9254,2293,2377,0082,0076
08/20/2016 14:21:52:9504,2397,2439,0081,0074
08/20/2016 14:21:52:9754,2415,2424,0078,0074
08/20/2016 14:21:53:0255,2077,2240,0109,0102
08/20/2016 14:21:53:0505,2129,2201,0088,0085
08/20/2016 14:21:53:0754,2147,2233,0082,0079
08/20/2016 14:21:53:1005,2135,2345,0084,0077
08/20/2016 14:21:53:1254,2100,2356,0083,0078
08/20/2016 14:21:53:1504,2223,2390,0082,0077
08/20/2016 14:21:53:1755,2352,2356,0078,0074
08/20/2016 14:21:53:2005,2374,2361,0078,0078
08/20/2016 14:21:53:2255,2432,2410,0079,0102
08/20/2016 14:21:53:2504,2425,2421,0080,0085
08/20/2016 14:21:53:2754,2448,2415,0079,0078
08/20/2016 14:21:53:3005,2444,2325,0076,0076
08/20/2016 14:21:53:3255,2424,2218,0073,0074
08/20/2016 14:21:53:3504,2423,2177,0072,0071
08/20/2016 14:21:53:3754,2387,2280,0078,0095
08/20/2016 14:21:53:4005,2172,2243,0082,0083
08/20/2016 14:21:53:4255,2201,2256,0082,0080
08/20/2016 14:21:53:4504,2204,2176,0077,0090
