MM/DD/YYYY HH:mm:ss:msms,ch01,ch02,ch03,ch04
08/20/2016 14:21:53:4754,2106,2160,0076,0078
08/20/2016 14:21:53:5005,2101,2241,0081,0075
08/20/2016 14:21:53:5255,2155,2294,0081,0075
08/20/2016 14:21:53:5504,2129,2281,0079,0076
08/20/2016 14:21:53:5755,2151,2268,0079,0074
08/20/2016 14:21:53:6004,2077,2276,0078,0074
08/20/2016 14:21:53:6255,2324,2382,0080,0076
08/20/2016 14:21:53:6504,2320,2411,0082,0079
08/20/2016 14:21:53:6754,2393,2440,0081,0077
08/20/2016 14:21:53:7004,2405,2441,0081,0075
08/20/2016 14:21:53:7255,2419,2277,0073,0086
08/20/2016 14:21:53:7504,2459,2290,0075,0077
08/20/2016 14:21:53:7754,2363,2218,0075,0076
08/20/2016 14:21:53:8004,2383,2175,0075,0074
08/20/2016 14:21:53:8255,2126,2222,0085,0077
08/20/2016 14:21:53:8504,2150,2147,0079,0078
08/20/2016 14:21:53:8755,2083,2273,0082,0075
08/20/2016 14:21:53:9004,2096,2338,0082,0074
08/20/2016 14:21:53:9255,2304,2416,0141,0081
08/20/2016 14:21:53:9504,2272,2372,0102,0078
08/20/2016 14:21:53:9754,2333,2400,0089,0076
08/20/2016 14:21:54:0255,2196,2201,0109,0112
08/20/2016 14:21:54:0504,2242,2274,0089,0087
08/20/2016 14:21:54:0754,2198,2221,0083,0079
08/20/2016 14:21:54:1004,2209,2167,0081,0075
08/20/2016 14:21:54:1255,2003,2275,0083,0074
08/20/2016 14:21:54:1505,1948,2266,0082,0074
08/20/2016 14:21:54:1755,2057,2325,0081,0072
08/20/2016 14:21:54:2005,2236,2338,0082,0074
08/20/2016 14:21:54:2255,2329,2393,0082,0073
08/20/2016 14:21:54:2504,2260,2350,0081,0073
08/20/2016 14:21:54:2755,2393,2387,0078,0071
08/20/2016 14:21:54:3005,2421,2384,0078,0072
08/20/2016 14:21:54:3255,2441,2404,0080,0074
08/20/2016 14:21:54:3505,2458,2366,0078,0074
08/20/2016 14:21:54:3754,2455,2377,0079,0073
08/20/2016 14:21:54:4004,2477,2341,0078,0072
08/20/2016 14:21:54:6504,2164,2281,0241,0217
08/20/2016 14:21:54:6755,2367,2404,0141,0151
08/20/2016 14:21:54:7004,2371,2410,0110,0113
08/20/2016 14:21:54:7255,2427,2421,0095,0114
08/20/2016 14:21:54:7505,2468,2375,0087,0111
08/20/2016 14:21:54:7755,2449,2395,0085,0104
08/20/2016 14:21:54:8005,2450,2338,0081,0087
08/20/2016 14:21:54:8255,2379,2247,0079,0084
08/20/2016 14:21:54:8505,2325,2284,0081,0091
08/20/2016 14:21:54:8755,2373,2275,0082,0088
08/20/2016 14:21:54:9005,2253,2171,0082,0086
08/20/2016 14:21:55:0254,2389,2375,0183,0160
08/20/2016 14:21:55:0505,2462,2288,0111,0116
08/20/2016 14:21:55:0754,2466,2338,0095,0100
08/20/2016 14:21:55:1004,2441,2294,0085,0087
08/20/2016 14:21:55:1254,2427,2325,0084,0087
08/20/2016 14:21:55:1505,2190,2247,0083,0082
08/20/2016 14:21:55:1754,2226,2264,0082,0088
08/20/2016 14:21:55:2005,2121,2261,0083,0083
08/20/2016 14:21:55:2254,2135,2270,0082,0084
08/20/2016 14:21:55:2505,2287,2362,0082,0087
08/20/2016 14:21:55:2755,2249,2365,0082,0087
08/20/2016 14:21:55:3004,2293,2371,0082,0089
08/20/2016 14:21:55:3255,2354,2391,0078,0076
08/20/2016 14:21:55:3504,2333,2407,0078,0077
08/20/2016 14:21:55:3754,2396,2423,0079,0079
08/20/2016 14:21:55:4004,2452,2400,0078,0080
08/20/2016 14:21:55:4255,2450,2340,0077,0078
08/20/2016 14:21:55:4505,2424,2296,0077,0075
08/20/2016 14:21:55:4754,2401,2288,0078,0076
08/20/2016 14:21:55:5004,2331,2256,0081,0076
08/20/2016 14:21:55:5255,2242,2221,0081,0076
08/20/2016 14:21:55:5505,2152,2297,0082,0075
08/20/2016 14:21:55:5755,2127,2292,0082,0093
08/20/2016 14:21:55:6004,2109,2317,0081,0084
08/20/2016 14:21:55:6255,2263,2341,0078,0079
08/20/2016 14:21:55:6504,2335,2364,0080,0075
08/20/2016 14:21:55:6755,2429,2404,0077,0078
08/20/2016 14:21:55:7004,2406,2402,0082,0077
08/20/2016 14:21:55:7255,2466,2345,0076,0075
08/20/2016 14:21:55:7505,2449,2251,0074,0072
08/20/2016 14:21:55:7755,2366,2223,0077,0080
08/20/2016 14:21:55:8004,2436,2320,0079,0078
08/20/2016 14:21:55:8255,2421,2188,0133,0073
08/20/2016 14:21:55:8505,2399,2197,0099,0074
08/20/2016 14:21:55:8755,2175,2063,0090,0075
08/20/2016 14:21:55:9005,2239,1881,0079,0074
08/20/2016 14:21:55:9255,2164,2060,0082,0076
08/20/2016 14:21:55:9505,2043,2149,0083,0076
08/20/2016 14:21:55:9755,2043,2282,0085,0090
08/20/2016 14:21:56:0255,2433,2398,0115,0105
08/20/2016 14:21:56:0505,2455,2358,0090,0086
08/20/2016 14:21:56:0755,2473,2298,0082,0079
08/20/2016 14:21:56:1005,2463,2329,0082,0094
08/20/2016 14:21:56:1254,2437,2264,0078,0081
08/20/2016 14:21:56:1504,2435,2280,0078,0077
08/20/2016 14:21:56:1755,2274,2198,0081,0078
08/20/2016 14:21:56:2004,2339,2265,0079,0075
08/20/2016 14:21:56:2254,2341,2265,0082,0081
08/20/2016 14:21:56:2504,2288,2213,0081,0083
08/20/2016 14:21:56:2755,2077,2272,0085,0087
08/20/2016 14:21:56:3004,2139,2228,0080,0081
08/20/2016 14:21:56:3255,2062,2287,0082,0076
08/20/2016 14:21:56:3505,2163,2329,0081,0083
08/20/2016 14:21:56:3755,2300,2375,0082,0078
08/20/2016 14:21:56:4004,2255,2367,0082,0077
08/20/2016 14:21:56:4254,2266,2378,0081,0076
08/20/2016 14:21:56:4504,2396,2392,0078,0073
08/20/2016 14:21:56:4755,2460,2341,0076,0073
08/20/2016 14:21:56:5004,2406,2399,0082,0074
08/20/2016 14:21:56:5254,2502,2465,0083,0077
08/20/2016 14:21:56:5505,2522,2405,0085,0081
08/20/2016 14:21:56:5755,2556,2528,0089,0091
08/20/2016 14:21:56:6005,2557,2566,0091,0090
08/20/2016 14:21:56:6254,2562,2565,0087,0083
08/20/2016 14:21:56:6505,2560,2564,0086,0082
08/20/2016 14:21:56:6754,2561,2564,0085,0080
08/20/2016 14:21:56:7005,2562,2563,0084,0082
08/20/2016 14:21:56:7254,2563,2566,0083,0081
08/20/2016 14:21:56:7504,2563,2567,0082,0078
08/20/2016 14:21:56:7754,2562,2572,0083,0078
08/20/2016 14:21:56:8005,2560,2563,0082,0078
08/20/2016 14:21:56:8254,2561,2564,0082,0077
08/20/2016 14:21:56:8504,2560,2566,0082,0077
08/20/2016 14:21:56:8754,2564,2563,0081,0077
08/20/2016 14:21:56:9005,2561,2565,0081,0076
08/20/2016 14:21:56:9254,2561,2566,0082,0076
08/20/2016 14:21:56:9504,2564,2568,0081,0076
08/20/2016 14:21:56:9755,2555,2561,0081,0076
08/20/2016 14:21:57:1505,2563,2566,0208,0182
08/20/2016 14:21:57:1754,2563,2569,0128,0118
08/20/2016 14:21:57:2005,2562,2562,0102,0097
08/20/2016 14:21:57:2254,2561,2569,0092,0087
08/20/2016 14:21:57:2504,2563,2563,0087,0082
08/20/2016 14:21:57:2755,2559,2562,0085,0082
08/20/2016 14:21:57:3005,2563,2562,0084,0080
08/20/2016 14:21:57:3254,2562,2565,0082,0079
08/20/2016 14:21:57:3504,2562,2566,0082,0078
08/20/2016 14:21:57:3755,2564,2569,0082,0078
08/20/2016 14:21:57:4005,2566,2565,0082,0078
08/20/2016 14:21:57:5254,1821,1789,0156,0150
08/20/2016 14:21:57:5504,2161,2080,0088,0086
08/20/2016 14:21:57:5754,2227,1981,0074,0098
08/20/2016 14:21:57:6005,1955,1839,0074,0099
08/20/2016 14:21:57:6254,2195,1977,0075,0084
08/20/2016 14:21:57:6504,1748,1739,0072,0082
08/20/2016 14:21:57:6754,1724,1714,0077,0083
08/20/2016 14:21:57:7005,1726,1699,0077,0079
08/20/2016 14:21:57:7254,1919,1441,0066,0074
08/20/2016 14:21:57:7504,1930,1846,0081,0075
08/20/2016 14:21:57:7754,1728,2039,0082,0074
08/20/2016 14:21:57:8005,2017,2300,0082,0072
08/20/2016 14:21:57:8255,2352,2328,0079,0080
08/20/2016 14:21:57:8504,2208,2300,0086,0078
08/20/2016 14:21:57:8754,2255,2191,0069,0068
08/20/2016 14:21:57:9005,2298,1917,0061,0066
08/20/2016 14:21:57:9255,2302,1664,0060,0071
08/20/2016 14:21:57:9504,2381,1850,0073,0071
08/20/2016 14:21:57:9754,2288,1889,0070,0070
08/20/2016 14:21:58:0255,2006,2239,0131,0111
08/20/2016 14:21:58:0504,1901,2143,0099,0090
08/20/2016 14:21:58:0755,2096,2226,0084,0077
08/20/2016 14:21:58:1005,1998,2238,0083,0075
08/20/2016 14:21:58:1254,1990,2261,0084,0075
08/20/2016 14:21:58:1504,2155,2305,0087,0103
08/20/2016 14:21:58:1754,2338,2340,0081,0083
08/20/2016 14:21:58:2004,2347,2314,0079,0092
08/20/2016 14:21:58:2255,2062,1760,0057,0076
08/20/2016 14:21:58:2504,2201,1994,0075,0075
08/20/2016 14:21:58:2754,2294,2062,0080,0078
08/20/2016 14:21:58:3005,2225,1775,0074,0079
08/20/2016 14:21:58:3255,1861,1812,0086,0080
08/20/2016 14:21:58:3505,1909,1600,0077,0077
08/20/2016 14:21:58:3755,1488,1982,0087,0096
08/20/2016 14:21:58:4005,1404,2077,0084,0090
08/20/2016 14:21:58:4255,1503,2051,0082,0080
08/20/2016 14:21:58:4505,1842,2202,0087,0079
08/20/2016 14:21:58:4755,1303,2146,0078,0091
08/20/2016 14:21:58:5005,1550,2227,0080,0080
08/20/2016 14:21:58:5255,1866,2258,0081,0083
08/20/2016 14:21:58:5504,2023,2259,0081,0092
08/20/2016 14:21:58:5754,2262,2304,0081,0081
08/20/2016 14:21:58:6004,2266,2333,0086,0080
08/20/2016 14:21:58:6254,2258,2122,0071,0071
08/20/2016 14:21:58:6505,2309,1877,0064,0070
08/20/2016 14:21:58:6754,2309,2097,0078,0074
08/20/2016 14:21:58:7005,2213,1662,0066,0086
08/20/2016 14:21:58:7254,2313,1744,0071,0077
08/20/2016 14:21:58:7505,1885,1423,0075,0078
08/20/2016 14:21:58:7754,1680,1784,0083,0077
08/20/2016 14:21:58:8004,1510,1913,0085,0078
08/20/2016 14:21:58:8255,1363,1793,0082,0074
08/20/2016 14:21:58:8505,1999,2230,0094,0076
08/20/2016 14:21:58:8755,2051,2278,0090,0077
08/20/2016 14:21:58:9004,1940,2156,0082,0074
08/20/2016 14:21:58:9255,2249,2114,0068,0066
08/20/2016 14:21:58:9504,2216,2297,0084,0073
08/20/2016 14:21:58:9755,2334,2209,0082,0077
08/20/2016 14:21:59:0254,1811,2033,0112,0107
08/20/2016 14:21:59:0504,1509,1854,0094,0088
08/20/2016 14:21:59:0754,1790,1855,0088,0079
08/20/2016 14:21:59:1005,1905,2006,0090,0079
08/20/2016 14:21:59:1254,1977,2052,0084,0074
08/20/2016 14:21:59:1505,2210,2194,0077,0071
08/20/2016 14:21:59:1754,2210,2245,0089,0075
08/20/2016 14:21:59:2004,2241,2287,0083,0074
08/20/2016 14:21:59:2255,2333,2188,0075,0074
08/20/2016 14:21:59:2505,2358,1789,0062,0069
08/20/2016 14:21:59:2754,2364,1954,0076,0071
08/20/2016 14:21:59:3005,1908,1967,0078,0075
08/20/2016 14:21:59:3254,1902,1974,0080,0078
08/20/2016 14:21:59:3505,1856,2044,0084,0095
08/20/2016 14:21:59:3755,1471,1589,0074,0080
08/20/2016 14:21:59:4005,1770,1800,0087,0080
08/20/2016 14:21:59:4254,1644,1837,0084,0082
08/20/2016 14:21:59:4505,1498,2001,0086,0075
08/20/2016 14:21:59:4754,1612,2101,0087,0076
08/20/2016 14:21:59:5004,1801,2057,0083,0075
08/20/2016 14:21:59:6754,2563,2566,0249,0219
08/20/2016 14:21:59:7005,2563,2566,0150,0137
08/20/2016 14:21:59:7254,2562,2566,0118,0107
08/20/2016 14:21:59:7505,2559,2567,0104,0095
08/20/2016 14:21:59:7755,2561,2566,0098,0089
08/20/2016 14:21:59:8005,2557,2566,0095,0087
08/20/2016 14:21:59:8254,2562,2569,0092,0084
08/20/2016 14:21:59:8504,2555,2558,0091,0082
08/20/2016 14:21:59:8755,2563,2569,0089,0081
08/20/2016 14:21:59:9005,2562,2564,0089,0080
08/20/2016 14:21:59:9254,2559,2567,0088,0079
08/20/2016 14:22:00:0504,2559,2562,0191,0169
08/20/2016 14:22:00:0755,2562,2565,0124,0112
08/20/2016 14:22:00:1004,2565,2570,0101,0092
08/20/2016 14:22:00:1254,2562,2570,0093,0085
08/20/2016 14:22:00:1504,2561,2567,0089,0082
08/20/2016 14:22:00:1755,2556,2565,0087,0079
08/20/2016 14:22:00:2005,2561,2570,0087,0078
08/20/2016 14:22:00:2254,2565,2575,0087,0078
08/20/2016 14:22:00:2505,2562,2566,0085,0077
08/20/2016 14:22:00:2755,2559,2566,0085,0077
08/20/2016 14:22:00:3005,2538,2367,0079,0075
08/20/2016 14:22:00:3255,2162,2208,0075,0070
08/20/2016 14:22:00:3504,2288,2354,0066,0062
08/20/2016 14:22:00:3755,2145,1988,0054,0062
08/20/2016 14:22:00:4004,2354,2079,0067,0065
08/20/2016 14:22:00:4255,2117,1662,0068,0071
08/20/2016 14:22:00:4504,2147,1519,0063,0068
08/20/2016 14:22:00:4755,1876,1890,0082,0104
08/20/2016 14:22:00:5004,1821,1699,0070,0087
08/20/2016 14:22:00:5254,1556,2099,0080,0076
08/20/2016 14:22:00:5505,1878,2286,0078,0069
08/20/2016 14:22:00:5755,2238,2314,0073,0066
08/20/2016 14:22:00:6004,2033,2312,0077,0070
08/20/2016 14:22:00:6255,2224,2308,0068,0066
08/20/2016 14:22:00:6504,2205,2271,0071,0068
08/20/2016 14:22:00:6755,2064,2174,0074,0074
08/20/2016 14:22:00:7005,1956,2121,0075,0103
08/20/2016 14:22:00:7254,2108,2148,0075,0083
08/20/2016 14:22:00:7504,2028,2016,0079,0089
08/20/2016 14:22:00:7755,1934,1999,0081,0094
08/20/2016 14:22:00:8005,2044,1898,0076,0082
08/20/2016 14:22:00:8254,2072,1846,0074,0084
08/20/2016 14:22:00:8505,2236,2297,0085,0078
08/20/2016 14:22:00:9005,2208,2309,0099,0093
08/20/2016 14:22:00:9255,2222,2354,0087,0080
08/20/2016 14:22:00:9505,2279,2316,0081,0075
08/20/2016 14:22:00:9755,2266,2168,0070,0070
08/20/2016 14:22:01:0255,1658,1696,0102,0098
08/20/2016 14:22:01:0505,1598,1807,0087,0080
08/20/2016 14:22:01:0754,1571,2036,0085,0076
08/20/2016 14:22:01:1005,1925,2271,0087,0074
08/20/2016 14:22:01:1254,1956,2251,0082,0074
08/20/2016 14:22:01:1504,1998,2255,0081,0073
08/20/2016 14:22:01:1754,2130,2320,0080,0072
08/20/2016 14:22:01:2005,2375,2291,0074,0070
08/20/2016 14:22:01:2254,2392,2249,0078,0072
08/20/2016 14:22:01:2505,2363,1856,0062,0072
08/20/2016 14:22:01:2755,1878,2029,0070,0069
08/20/2016 14:22:01:3005,2038,1977,0079,0074
08/20/2016 14:22:01:3254,2013,1844,0082,0074
08/20/2016 14:22:01:3504,1902,2041,0085,0074
08/20/2016 14:22:01:3755,1799,1869,0076,0070
08/20/2016 14:22:01:4005,1891,2031,0078,0069
08/20/2016 14:22:01:4255,2129,2199,0078,0069
08/20/2016 14:22:01:4505,1998,2259,0080,0070
08/20/2016 14:22:01:4754,2072,2234,0076,0067
08/20/2016 14:22:01:5005,2317,2259,0072,0069
08/20/2016 14:22:01:5254,2394,2322,0082,0074
08/20/2016 14:22:01:5504,2423,2262,0080,0074
08/20/2016 14:22:01:5754,2343,1989,0070,0072
08/20/2016 14:22:01:6005,2269,1463,0059,0099
08/20/2016 14:22:01:6255,2007,1397,0065,0078
08/20/2016 14:22:01:6505,1703,1832,0083,0089
08/20/2016 14:22:01:6754,1935,1868,0081,0081
08/20/2016 14:22:01:7005,1873,1952,0082,0076
08/20/2016 14:22:01:7255,1957,2093,0082,0096
08/20/2016 14:22:01:7505,1897,2193,0083,0084
08/20/2016 14:22:01:7754,1810,2195,0081,0079
08/20/2016 14:22:01:8005,2027,2310,0079,0072
08/20/2016 14:22:01:8255,2316,2320,0076,0070
08/20/2016 14:22:01:8504,2305,2308,0078,0071
08/20/2016 14:22:01:8754,2251,2282,0075,0069
08/20/2016 14:22:01:9005,2357,2273,0076,0070
08/20/2016 14:22:01:9255,2114,2139,0074,0074
08/20/2016 14:22:01:9504,2236,2238,0078,0072
08/20/2016 14:22:01:9754,2003,2085,0076,0074
08/20/2016 14:22:02:0255,2340,2387,0123,0115
08/20/2016 14:22:02:0504,2491,2499,0103,0095
08/20/2016 14:22:02:3255,2557,2566,0273,0236
08/20/2016 14:22:02:3505,2560,2566,0157,0142
08/20/2016 14:22:02:3754,2562,2567,0119,0108
08/20/2016 14:22:02:4004,2557,2566,0103,0094
08/20/2016 14:22:02:4255,2557,2568,0097,0087
08/20/2016 14:22:02:4504,2556,2569,0093,0083
08/20/2016 14:22:02:4754,2560,2563,0091,0081
08/20/2016 14:22:02:5004,2561,2565,0088,0081
08/20/2016 14:22:02:5255,2560,2564,0088,0078
08/20/2016 14:22:02:5505,2559,2562,0088,0078
08/20/2016 14:22:02:5754,2562,2566,0086,0078
08/20/2016 14:22:02:7004,2561,2563,0189,0165
08/20/2016 14:22:02:7255,2558,2562,0122,0110
08/20/2016 14:22:02:7504,2558,2564,0100,0091
08/20/2016 14:22:02:7755,2558,2566,0093,0084
08/20/2016 14:22:02:8005,2558,2569,0088,0080
08/20/2016 14:22:02:8255,2559,2565,0087,0078
08/20/2016 14:22:02:8504,2557,2566,0086,0078
08/20/2016 14:22:02:8754,2561,2565,0085,0077
08/20/2016 14:22:02:9004,2560,2562,0085,0077
08/20/2016 14:22:02:9254,2556,2566,0084,0076
08/20/2016 14:22:02:9505,2561,2557,0083,0076
08/20/2016 14:22:02:9754,2559,2565,0084,0076
08/20/2016 14:22:03:0254,2549,2553,0116,0103
08/20/2016 14:22:03:0505,2560,2566,0093,0085
08/20/2016 14:22:03:0755,2560,2563,0087,0079
08/20/2016 14:22:03:1004,2557,2564,0085,0077
08/20/2016 14:22:03:1254,2562,2570,0083,0075
08/20/2016 14:22:03:1505,2558,2565,0084,0075
08/20/2016 14:22:03:1755,2558,2564,0084,0075
08/20/2016 14:22:03:2004,2557,2566,0082,0074
08/20/2016 14:22:03:2254,2562,2563,0082,0074
08/20/2016 14:22:03:2505,2558,2567,0082,0074
08/20/2016 14:22:03:2754,2557,2567,0082,0074
08/20/2016 14:22:03:3004,2561,2566,0081,0074
08/20/2016 14:22:03:3254,2562,2568,0082,0074
08/20/2016 14:22:03:3505,2562,2566,0082,0074
08/20/2016 14:22:03:3755,2557,2570,0080,0071
08/20/2016 14:22:03:4005,2561,2565,0082,0074
08/20/2016 14:22:03:4255,2561,2566,0082,0074
08/20/2016 14:22:03:4505,2558,2566,0082,0074
08/20/2016 14:22:03:4754,2559,2566,0082,0074
08/20/2016 14:22:03:5005,2556,2566,0082,0074
08/20/2016 14:22:03:5254,2558,2564,0082,0074
08/20/2016 14:22:03:5504,2557,2562,0082,0074
08/20/2016 14:22:03:5754,2564,2566,0082,0074
08/20/2016 14:22:03:6005,2561,2566,0082,0074
08/20/2016 14:22:03:6254,2558,2566,0082,0074
08/20/2016 14:22:03:6505,2558,2570,0082,0074
08/20/2016 14:22:03:6754,2562,2565,0081,0074
08/20/2016 14:22:03:7005,2557,2569,0082,0074
08/20/2016 14:22:03:7254,2559,2559,0082,0074
08/20/2016 14:22:03:7505,2563,2568,0081,0074
08/20/2016 14:22:03:7755,2559,2559,0082,0074
08/20/2016 14:22:03:8004,2560,2568,0081,0074
08/20/2016 14:22:03:8254,2561,2566,0082,0074
08/20/2016 14:22:03:8505,2560,2570,0081,0074
08/20/2016 14:22:03:8754,2561,2566,0082,0074
08/20/2016 14:22:03:9004,2559,2566,0081,0074
08/20/2016 14:22:03:9254,2557,2566,0081,0074
08/20/2016 14:22:03:9505,2563,2565,0082,0073
08/20/2016 14:22:03:9754,2560,2566,0082,0074
08/20/2016 14:22:04:0255,2562,2566,0114,0101
08/20/2016 14:22:04:0505,2557,2556,0092,0083
08/20/2016 14:22:04:0755,2521,2518,0083,0077
08/20/2016 14:22:04:1004,2443,2448,0075,0071
08/20/2016 14:22:04:1254,1814,1849,0062,0065
08/20/2016 14:22:04:1504,1608,1994,0068,0062
08/20/2016 14:22:04:1755,1090,1537,0053,0061
08/20/2016 14:22:04:2004,1932,1691,0049,0071
08/20/2016 14:22:04:2254,1894,1927,0065,0069
08/20/2016 14:22:04:2504,2127,1093,0041,0063
08/20/2016 14:22:04:2755,1597,1437,0075,0068
08/20/2016 14:22:04:3004,1406,1973,0075,0064
08/20/2016 14:22:04:3254,2133,2062,0075,0069
08/20/2016 14:22:04:3505,1861,1815,0058,0062
08/20/2016 14:22:04:3755,1729,1893,0077,0072
08/20/2016 14:22:04:4005,2230,2207,0085,0072
08/20/2016 14:22:04:4255,2174,2290,0091,0078
08/20/2016 14:22:04:4504,2280,2265,0083,0074
08/20/2016 14:22:04:4755,2209,2222,0080,0074
08/20/2016 14:22:04:5004,2227,2224,0083,0076
08/20/2016 14:22:04:5254,2105,2167,0086,0078
08/20/2016 14:22:04:5504,2097,2218,0087,0076
08/20/2016 14:22:04:5755,2326,2327,0087,0076
08/20/2016 14:22:04:6004,2373,2263,0083,0075
08/20/2016 14:22:04:6254,2132,2168,0081,0076
08/20/2016 14:22:04:6504,2002,2237,0087,0079
08/20/2016 14:22:04:6755,2131,2272,0088,0079
08/20/2016 14:22:04:8504,2206,2255,0226,0219
08/20/2016 14:22:04:8755,2362,2398,0139,0146
08/20/2016 14:22:04:9004,2190,2313,0105,0105
08/20/2016 14:22:04:9254,2267,2348,0099,0098
08/20/2016 14:22:04:9505,2151,2105,0087,0094
08/20/2016 14:22:04:9755,2089,1886,0087,0085
08/20/2016 14:22:05:0254,2379,2316,0129,0149
08/20/2016 14:22:05:0505,2208,2282,0103,0126
08/20/2016 14:22:05:0755,2220,2371,0095,0099
08/20/2016 14:22:05:1004,2244,2305,0091,0120
08/20/2016 14:22:05:1254,2254,2392,0089,0100
08/20/2016 14:22:05:2505,2352,2284,0225,0174
08/20/2016 14:22:05:2754,2393,2317,0141,0132
08/20/2016 14:22:05:3005,2170,2267,0111,0111
08/20/2016 14:22:05:3254,2137,2150,0096,0100
08/20/2016 14:22:05:3504,2126,2266,0099,0115
08/20/2016 14:22:05:3754,2305,2389,0096,0106
08/20/2016 14:22:05:4004,2400,2399,0095,0097
08/20/2016 14:22:05:4255,2322,2321,0088,0095
08/20/2016 14:22:05:4505,2243,2189,0089,0095
08/20/2016 14:22:05:4755,2028,2269,0091,0087
08/20/2016 14:22:05:5005,2311,2375,0090,0091
08/20/2016 14:22:05:5254,2270,2400,0090,0090
08/20/2016 14:22:05:5505,2017,2402,0086,0082
08/20/2016 14:22:05:5754,1951,2212,0081,0087
08/20/2016 14:22:05:6005,1863,2268,0090,0090
08/20/2016 14:22:05:6254,2098,2335,0164,0082
08/20/2016 14:22:05:6504,2315,2344,0114,0081
08/20/2016 14:22:05:6755,2382,2259,0097,0091
08/20/2016 14:22:05:7005,2243,2106,0094,0094
08/20/2016 14:22:05:7255,2158,2272,0094,0086
08/20/2016 14:22:05:7505,2269,2384,0142,0081
08/20/2016 14:22:05:7754,2411,2392,0108,0095
08/20/2016 14:22:05:8004,2416,2340,0095,0092
08/20/2016 14:22:05:8254,2129,2142,0085,0084
08/20/2016 14:22:05:8504,2171,2251,0093,0083
08/20/2016 14:22:05:8755,2342,2378,0092,0093
08/20/2016 14:22:05:9005,2412,2351,0091,0095
08/20/2016 14:22:05:9254,2147,2328,0085,0085
08/20/2016 14:22:05:9504,2141,2138,0084,0083
08/20/2016 14:22:05:9755,2208,2268,0154,0051
08/20/2016 14:22:06:0255,2336,2181,0149,0117
08/20/2016 14:22:06:0504,2296,2195,0112,0098
08/20/2016 14:22:06:0755,2139,2305,0102,0087
08/20/2016 14:22:06:1005,2383,2325,0094,0105
08/20/2016 14:22:06:1254,2396,2311,0089,0090
08/20/2016 14:22:06:1505,2145,2011,0080,0095
08/20/2016 14:22:06:1755,2071,2127,0091,0092
08/20/2016 14:22:06:2004,2226,2359,0093,0088
08/20/2016 14:22:06:2255,2397,2179,0127,0084
08/20/2016 14:22:06:2505,2314,2021,0095,0081
08/20/2016 14:22:06:2754,2279,2178,0096,0095
08/20/2016 14:22:06:3004,2138,2230,0097,0097
08/20/2016 14:22:06:3255,2273,2386,0094,0095
08/20/2016 14:22:06:3505,2332,2259,0085,0089
08/20/2016 14:22:06:3755,2275,2209,0084,0090
08/20/2016 14:22:06:4004,2237,2147,0088,0083
08/20/2016 14:22:06:4255,2098,2313,0095,0091
08/20/2016 14:22:06:4505,2363,2331,0089,0086
08/20/2016 14:22:06:4755,2375,2296,0087,0083
08/20/2016 14:22:06:5005,2121,2091,0079,0090
08/20/2016 14:22:06:5255,2035,2193,0091,0080
08/20/2016 14:22:06:5504,2156,2267,0144,0080
08/20/2016 14:22:06:5754,2274,2358,0122,0087
08/20/2016 14:22:06:6005,2404,2251,0097,0095
08/20/2016 14:22:06:6255,1932,2270,0087,0089
08/20/2016 14:22:06:6505,2078,2280,0093,0090
08/20/2016 14:22:06:6754,2079,2235,0100,0068
08/20/2016 14:22:06:7004,2210,2197,0094,0082
08/20/2016 14:22:06:7255,2421,2218,0087,0094
08/20/2016 14:22:06:7504,2329,2158,0086,0095
08/20/2016 14:22:06:7754,2330,2118,0092,0099
08/20/2016 14:22:06:8004,1945,2259,0091,0086
08/20/2016 14:22:06:8254,2321,2375,0091,0083
08/20/2016 14:22:06:8504,2337,2334,0088,0093
08/20/2016 14:22:06:8754,2357,2190,0084,0085
08/20/2016 14:22:06:9004,2292,2115,0087,0083
08/20/2016 14:22:06:9255,2051,2312,0094,0083
08/20/2016 14:22:06:9505,2128,2320,0085,0078
08/20/2016 14:22:06:9754,2269,2249,0082,0089
08/20/2016 14:22:07:0255,2230,2352,0170,0110
08/20/2016 14:22:07:0504,2340,2272,0114,0100
08/20/2016 14:22:07:0754,2321,2092,0089,0082
08/20/2016 14:22:07:1004,2296,2118,0116,0086
08/20/2016 14:22:07:1255,2217,2260,0107,0102
08/20/2016 14:22:07:1504,2239,2281,0098,0097
08/20/2016 14:22:07:1754,2408,2357,0094,0087
08/20/2016 14:22:07:2004,2307,2197,0083,0080
08/20/2016 14:22:07:2255,2276,1937,0081,0085
08/20/2016 14:22:07:4005,2234,2343,0236,0204
08/20/2016 14:22:07:4254,2328,2392,0145,0133
08/20/2016 14:22:07:4505,2145,2206,0104,0101
08/20/2016 14:22:07:4754,2061,1867,0089,0107
08/20/2016 14:22:07:5004,2083,2033,0097,0107
08/20/2016 14:22:07:5254,2249,2282,0097,0100
08/20/2016 14:22:07:5505,2429,2269,0092,0095
08/20/2016 14:22:07:5755,2151,2194,0090,0103
08/20/2016 14:22:07:6004,1755,2161,0079,0089
08/20/2016 14:22:07:6255,1724,2236,0091,0085
08/20/2016 14:22:07:6505,2300,2326,0092,0093
08/20/2016 14:22:07:7754,2038,2338,0223,0187
08/20/2016 14:22:07:8004,2329,2326,0140,0131
08/20/2016 14:22:07:8255,2326,2319,0162,0087
08/20/2016 14:22:07:8505,2257,2235,0121,0092
08/20/2016 14:22:07:8755,2077,2303,0109,0091
